nsn,candidate_mpn,manufacturer,digikey_pn,raw_attributes_json,closeness_score,search_mode
5905-01-290-1192,C10150RJL,TE Connectivity Passive Product,C10150RJL-ND,"{""Resistance"": ""150 Ohms"", ""Tolerance"": ""±5%"", ""Power (Watts)"": ""10W"", ""Composition"": ""Wirewound"", ""Features"": ""-"", ""Temperature Coefficient"": ""±90ppm/°C"", ""Operating Temperature"": ""-55°C ~ 200°C"", ""Package / Case"": ""Axial"", ""Supplier Device Package"": ""Axial"", ""Size / Dimension"": ""0.335\"" Dia x 1.500\"" L (8.50mm x 38.10mm)"", ""Height - Seated (Max)"": ""-"", ""Number of Terminations"": ""2"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773188&DocType=DS&DocLang=English"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/882/C%2C-CGS--Wirewound-Resistor-8%2C50x38%2C1mm.jpg"", ""_description"": ""RES 150 OHM 5% 10W AXIAL"", ""_unit_price"": 5.35, ""_qty_available"": 207, ""_category"": ""Through Hole Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/te-connectivity-passive-product/C10150RJL/2365548""}",0.0,parametric
5905-01-290-1192,CJP1000J150RJ,TE Connectivity Passive Product,1712-CJP1000J150RJ-ND,"{""Resistance"": ""150 Ohms"", ""Tolerance"": ""±5%"", ""Power (Watts)"": ""1000W"", ""Composition"": ""Wirewound"", ""Temperature Coefficient"": ""±200ppm/°C"", ""Operating Temperature"": ""-25°C ~ 250°C"", ""Features"": ""-"", ""Coating, Housing Type"": ""Aluminum"", ""Mounting Feature"": ""Flanges"", ""Size / Dimension"": ""15.748\"" L x 2.362\"" W (400.00mm x 60.00mm)"", ""Height - Seated (Max)"": ""1.220\"" (31.00mm)"", ""Lead Style"": ""Wire Leads"", ""Package / Case"": ""Rectangular, Wire Leads"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773309-8&DocType=DS&DocLang=English"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4194/CJPXXXXXXXXRJ.jpg"", ""_description"": ""CJP 1000W 150R 5% LEAD"", ""_unit_price"": 135.14, ""_qty_available"": 10, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/te-connectivity-passive-product/CJP1000J150RJ/16674676""}",0.0,parametric
5905-01-290-1192,CJP300J150RJ,TE Connectivity Passive Product,1712-CJP300J150RJ-ND,"{""Resistance"": ""150 Ohms"", ""Tolerance"": ""±5%"", ""Power (Watts)"": ""300W"", ""Composition"": ""Wirewound"", ""Temperature Coefficient"": ""±200ppm/°C"", ""Operating Temperature"": ""-25°C ~ 250°C"", ""Features"": ""-"", ""Coating, Housing Type"": ""Aluminum"", ""Mounting Feature"": ""Flanges"", ""Size / Dimension"": ""8.465\"" L x 2.362\"" W (215.00mm x 60.00mm)"", ""Height - Seated (Max)"": ""1.220\"" (31.00mm)"", ""Lead Style"": ""Wire Leads"", ""Package / Case"": ""Rectangular, Wire Leads"", ""Failure Rate"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773309-8&DocType=DS&DocLang=English"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4194/CJPXXXXXXXXRJ.jpg"", ""_description"": ""CJP 300W 150R 5% LEAD"", ""_unit_price"": 70.43, ""_qty_available"": 7, ""_category"": ""Chassis Mount Resistors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/te-connectivity-passive-product/CJP300J150RJ/16674454""}",0.0,parametric
5910-00-934-0177,1812Y1K00473KST,Knowles Syfer,1608-1141-2-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""1000V (1kV)"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Soft Termination"", ""Ratings"": ""AEC-Q200"", ""Applications"": ""Automotive, Boardflex Sensitive"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1812 (4532 Metric)"", ""Size / Dimension"": ""0.177\"" L x 0.126\"" W (4.50mm x 3.20mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.098\"" (2.50mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7134/PSL.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/1608%7E4532-25%7E1812.jpg"", ""_description"": ""CAP CER 0.047UF 1KV X7R 1812"", ""_unit_price"": 2.04, ""_qty_available"": 2726, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/knowles-syfer/1812Y1K00473KST/5730122""}",0.0,parametric
5910-00-934-0177,1825AC473KAT1A,KYOCERA AVX,478-3014-2-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""1000V (1kV)"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1825 (4564 Metric)"", ""Size / Dimension"": ""0.177\"" L x 0.252\"" W (4.50mm x 6.40mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.100\"" (2.54mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://datasheets.kyocera-avx.com/AVX-HV_MLCC.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/800/1825-%284564-Metric%29-2%2C54.jpg"", ""_description"": ""CAP CER 0.047UF 1KV X7R 1825"", ""_unit_price"": 1.64, ""_qty_available"": 9051, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kyocera-avx/1825AC473KAT1A/808138""}",0.0,parametric
5910-00-934-0177,885342208026,Würth Elektronik,732-885342208026TR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""630V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1206 (3216 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.063\"" W (3.20mm x 1.60mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.071\"" (1.80mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://www.we-online.com/components/products/datasheet/885342208026.pdf"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/739/1206-%283216-Metric%29-2%2C20mm_BN.jpg"", ""_description"": ""MID AND HIGH VOLTAGE MLCC 1206;"", ""_unit_price"": 0.1, ""_qty_available"": 8231, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/würth-elektronik/885342208026/24721841""}",0.0,parametric
5910-00-934-0177,C1206C473KCRACAUTO,KEMET,399-C1206C473KCRACAUTOTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""500V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""AEC-Q200"", ""Applications"": ""Automotive, Bypass, Decoupling"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1206 (3216 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.063\"" W (3.20mm x 1.60mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.075\"" (1.90mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1076_X7R_HV_AUTO_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/423/1206-%283216-Metric%29-3%2C20x1%2C60x1%2C35mm.jpg"", ""_description"": ""CAP CER 0.047UF 500V X7R 1206"", ""_unit_price"": 0.48, ""_qty_available"": 2708, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1206C473KCRACAUTO/11676154""}",0.0,parametric
5910-00-934-0177,C1206C473KCRACTU,KEMET,399-C1206C473KCRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""500V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1206 (3216 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.063\"" W (3.20mm x 1.60mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.075\"" (1.90mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1010_X7R_HV_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/208/1206-%283216-Metric%29-3%2C20x1%2C60x1%2C90mm.jpg"", ""_description"": ""CAP CER 0.047UF 500V X7R 1206"", ""_unit_price"": 0.45, ""_qty_available"": 1007, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1206C473KCRACTU/3084011""}",0.0,parametric
5910-00-934-0177,C1206X473KCRACTU,KEMET,399-C1206X473KCRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""500V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, Soft Termination, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""Boardflex Sensitive"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1206 (3216 Metric)"", ""Size / Dimension"": ""0.130\"" L x 0.063\"" W (3.30mm x 1.60mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.075\"" (1.90mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1025_X7R_HV_FT-CAP_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/208/1206-%283216-Metric%29-3%2C20x1%2C60x1%2C90mm.jpg"", ""_description"": ""CAP CER 0.047UF 500V X7R 1206"", ""_unit_price"": 0.73, ""_qty_available"": 12096, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1206X473KCRACTU/3084033""}",0.0,parametric
5910-00-934-0177,C1210C473KBRACAUTO,KEMET,399-C1210C473KBRACAUTOTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""630V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""AEC-Q200"", ""Applications"": ""Automotive, Bypass, Decoupling"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.098\"" W (3.20mm x 2.50mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.067\"" (1.70mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1076_X7R_HV_AUTO_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/194/1210-%283225-Metric%29-3%2C20x2%2C50x2%2C80mm.jpg"", ""_description"": ""CAP CER 0.047UF 630V X7R 1210"", ""_unit_price"": 0.66, ""_qty_available"": 5773, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210C473KBRACAUTO/10482991""}",0.0,parametric
5910-00-934-0177,C1210C473KBRACTU,KEMET,399-C1210C473KBRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""630V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.098\"" W (3.20mm x 2.50mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.067\"" (1.70mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1010_X7R_HV_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/194/1210-%283225-Metric%29-3%2C20x2%2C50x2%2C80mm.jpg"", ""_description"": ""CAP CER 0.047UF 630V X7R 1210"", ""_unit_price"": 0.63, ""_qty_available"": 4078, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210C473KBRACTU/6097308""}",0.0,parametric
5910-00-934-0177,C1210C473KCRACAUTO,KEMET,399-16759-2-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""500V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""AEC-Q200"", ""Applications"": ""Automotive, Bypass, Decoupling"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.098\"" W (3.20mm x 2.50mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.091\"" (2.30mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1076_X7R_HV_AUTO_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/194/1210-%283225-Metric%29-3%2C20x2%2C50x2%2C80mm.jpg"", ""_description"": ""CAP CER 1210 47NF 500V X7R 10%"", ""_unit_price"": 1.73, ""_qty_available"": 5489, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210C473KCRACAUTO/8109940""}",0.0,parametric
5910-00-934-0177,C1210C473KCRACTU,KEMET,399-C1210C473KCRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""500V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.098\"" W (3.20mm x 2.50mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.091\"" (2.30mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1010_X7R_HV_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/194/1210-%283225-Metric%29-3%2C20x2%2C50x2%2C80mm.jpg"", ""_description"": ""CAP CER 0.047UF 500V X7R 1210"", ""_unit_price"": 1.82, ""_qty_available"": 30368, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210C473KCRACTU/2216892""}",0.0,parametric
5910-00-934-0177,C1210C473KDRACTU,KEMET,399-C1210C473KDRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""1000V (1kV)"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.098\"" W (3.20mm x 2.50mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.091\"" (2.30mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1010_X7R_HV_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/194/1210-%283225-Metric%29-3%2C20x2%2C50x2%2C80mm.jpg"", ""_description"": ""CAP CER 0.047UF 1KV X7R 1210"", ""_unit_price"": 0.61, ""_qty_available"": 14306, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210C473KDRACTU/5879217""}",0.0,parametric
5910-00-934-0177,C1210V473KDRACTU,KEMET,399-C1210V473KDRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""1000V (1kV)"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage, ArcShield™"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.126\"" L x 0.098\"" W (3.20mm x 2.50mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.091\"" (2.30mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1034_X7R_HV_ARC_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7160/MFG_ArcShield-SMD-Comm-X7R-HV.JPG"", ""_description"": ""CAP CER 0.047UF 1KV X7R 1210"", ""_unit_price"": 0.69, ""_qty_available"": 33840, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210V473KDRACTU/3079051""}",0.0,parametric
5910-00-934-0177,C1210X473KBRACTU,KEMET,399-C1210X473KBRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""630V"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, Soft Termination, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""Boardflex Sensitive"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1210 (3225 Metric)"", ""Size / Dimension"": ""0.130\"" L x 0.102\"" W (3.30mm x 2.60mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.069\"" (1.75mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1025_X7R_HV_FT-CAP_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/902/1210-%283225-Metric%29-1%2C50mm.jpg"", ""_description"": ""CAP CER 0.047UF 630V X7R 1210 10"", ""_unit_price"": 0.98, ""_qty_available"": 3627, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1210X473KBRACTU/7652848""}",0.0,parametric
5910-00-934-0177,C1808V473KDRACTU,KEMET,399-C1808V473KDRACTUTR-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±10%"", ""Voltage - Rated"": ""1000V (1kV)"", ""Temperature Coefficient"": ""X7R"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage, ArcShield™"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1808 (4520 Metric)"", ""Size / Dimension"": ""0.185\"" L x 0.079\"" W (4.70mm x 2.00mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.069\"" (1.75mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1034_X7R_HV_ARC_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/7160/MFG_ArcShield-SMD-Comm-X7R-HV.JPG"", ""_description"": ""CAP CER 0.047UF 1KV X7R 1808"", ""_unit_price"": 0.66, ""_qty_available"": 10765, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1808V473KDRACTU/3079055""}",0.0,parametric
5910-00-934-0177,C1812C473JBGACTU,KEMET,399-20942-2-ND,"{""Capacitance"": ""0.047 µF"", ""Tolerance"": ""±5%"", ""Voltage - Rated"": ""630V"", ""Temperature Coefficient"": ""C0G, NP0"", ""Operating Temperature"": ""-55°C ~ 125°C"", ""Features"": ""Low ESL, High Voltage"", ""Ratings"": ""-"", ""Applications"": ""General Purpose"", ""Failure Rate"": ""-"", ""Mounting Type"": ""Surface Mount, MLCC"", ""Package / Case"": ""1812 (4532 Metric)"", ""Size / Dimension"": ""0.177\"" L x 0.126\"" W (4.50mm x 3.20mm)"", ""Height - Seated (Max)"": ""-"", ""Thickness (Max)"": ""0.106\"" (2.70mm)"", ""Lead Spacing"": ""-"", ""Lead Style"": ""-"", ""_status"": ""Active"", ""_datasheet"": ""https://yageogroup.com/content/datasheet/asset/file/KEM_C1009_C0G_HV_SMD"", ""_photo"": ""https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/423/1812-%284532-Metric%29-4%2C50x3%2C20x2%2C7mm.jpg"", ""_description"": ""CAP CER 1812 47NF 630V C0G 5%"", ""_unit_price"": 3.45, ""_qty_available"": 2500, ""_category"": ""Ceramic Capacitors"", ""_product_url"": ""https://www.digikey.com/en/products/detail/kemet/C1812C473JBGACTU/10131746""}",0.0,parametric
