delta_id,candidate_id,nsn,candidate_mpn,requirement_name,required_value,candidate_value,verdict,scored,gate_type,operator,uom,required_value_display,candidate_value_display,requirement_class,source,source_spec_id
5905-00-493-1211__CMF60100K00BHEB__temperature_coefficient,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,temperature_coefficient,100,50,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,50 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__voltage_rating,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__operating_temp_max,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__operating_temp_min,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__humidity_resistance,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__qualification,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__thermal_shock_cycles,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__vibration_grms,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHEB__lot_traceability,5905-00-493-1211__CMF60100K00BHEB,5905-00-493-1211,CMF60100K00BHEB,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__power_rating,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00BHR6__resistance,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00BHR6__resistance_tolerance,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__temperature_coefficient,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,temperature_coefficient,100,50,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,50 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__voltage_rating,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__operating_temp_max,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__operating_temp_min,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__humidity_resistance,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__qualification,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__thermal_shock_cycles,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__vibration_grms,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHR6__lot_traceability,5905-00-493-1211__CMF60100K00BHR6,5905-00-493-1211,CMF60100K00BHR6,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__power_rating,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00BHRE__resistance,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00BHRE__resistance_tolerance,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,resistance_tolerance,0.5,0.1,pass,true,soft,lte,%,<= 0.5 %,0.1 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__temperature_coefficient,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,temperature_coefficient,100,50,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,50 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__voltage_rating,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__operating_temp_max,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__operating_temp_min,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__humidity_resistance,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__qualification,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__thermal_shock_cycles,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__vibration_grms,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00BHRE__lot_traceability,5905-00-493-1211__CMF60100K00BHRE,5905-00-493-1211,CMF60100K00BHRE,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__power_rating,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CEEA__resistance,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CEEA__resistance_tolerance,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,resistance_tolerance,0.5,0.25,pass,true,soft,lte,%,<= 0.5 %,0.25 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__temperature_coefficient,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__voltage_rating,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__operating_temp_max,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__operating_temp_min,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__humidity_resistance,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__qualification,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__thermal_shock_cycles,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__vibration_grms,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEA__lot_traceability,5905-00-493-1211__CMF60100K00CEEA,5905-00-493-1211,CMF60100K00CEEA,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__power_rating,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CEEB__resistance,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CEEB__resistance_tolerance,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,resistance_tolerance,0.5,0.25,pass,true,soft,lte,%,<= 0.5 %,0.25 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__temperature_coefficient,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__voltage_rating,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__operating_temp_max,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__operating_temp_min,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__humidity_resistance,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__qualification,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__thermal_shock_cycles,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__vibration_grms,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CEEB__lot_traceability,5905-00-493-1211__CMF60100K00CEEB,5905-00-493-1211,CMF60100K00CEEB,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__power_rating,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CER6__resistance,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CER6__resistance_tolerance,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,resistance_tolerance,0.5,0.25,pass,true,soft,lte,%,<= 0.5 %,0.25 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__temperature_coefficient,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__voltage_rating,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__operating_temp_max,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__operating_temp_min,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__humidity_resistance,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__qualification,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__thermal_shock_cycles,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__vibration_grms,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CER6__lot_traceability,5905-00-493-1211__CMF60100K00CER6,5905-00-493-1211,CMF60100K00CER6,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__power_rating,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CERE__resistance,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00CERE__resistance_tolerance,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,resistance_tolerance,0.5,0.25,pass,true,soft,lte,%,<= 0.5 %,0.25 %,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__temperature_coefficient,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,temperature_coefficient,100,25,pass,true,soft,lte,ppm/degC,<= 100 ppm/degC,25 ppm/degC,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__voltage_rating,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,voltage_rating,250,,unknown,true,hard,gte,V,>= 250 V,,electrical,manual_override,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__operating_temp_max,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,operating_temp_max,125,175,pass,true,hard,gte,degC,>= 125 degC,175 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__operating_temp_min,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,operating_temp_min,-55,-55,pass,true,hard,lte,degC,<= -55 degC,-55 degC,environmental,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__humidity_resistance,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,humidity_resistance,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__qualification,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,qualification,true,NOT_QPL_LISTED,unknown,false,burden,boolean,,is true,not QPL-listed,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__solderability_per_j_std_002,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,solderability_per_j_std_002,true,,unknown,false,burden,boolean,,is true,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__thermal_shock_cycles,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,thermal_shock_cycles,10,,unknown,false,burden,gte,,>= 10,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__vibration_grms,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,vibration_grms,20,,unknown,false,burden,gte,,>= 20,,qualification,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00CERE__lot_traceability,5905-00-493-1211__CMF60100K00CERE,5905-00-493-1211,CMF60100K00CERE,lot_traceability,true,,unknown,false,burden,boolean,,is true,,traceability,spec_extraction,MIL-PRF-39007
5905-00-493-1211__CMF60100K00DEEA__power_rating,5905-00-493-1211__CMF60100K00DEEA,5905-00-493-1211,CMF60100K00DEEA,power_rating,1,1,pass,true,hard,gte,W,>= 1 W,1 W,electrical,publog_characteristics,
5905-00-493-1211__CMF60100K00DEEA__resistance,5905-00-493-1211__CMF60100K00DEEA,5905-00-493-1211,CMF60100K00DEEA,resistance,100000,100000,pass,true,hard,eq,ohm,== 100000 ohm,100000 ohm,electrical,publog_characteristics,
